StimR,ChanR,probability
S_occipital_ant,S_front_inf,0.0
G_front_inf-Triangul,S_front_middle,0.2515
G_front_middle,S_front_middle,0.316
G_front_sup,S_front_middle,0.1645
Lat_Fis-ant-Horizont,S_front_middle,0.2685
Lat_Fis-ant-Vertical,S_front_middle,0.247
Lat_Fis-post,S_front_middle,0.121
S_front_inf,S_front_middle,0.3985
S_front_middle,S_front_middle,0.542
S_front_sup,S_front_middle,0.33499999999999996
G_front_inf-Orbital,S_front_middle,0.186
G_front_inf-Opercular,S_front_middle,0.1535
G_and_S_frontomargin,S_front_middle,0.425
G_orbital,S_front_middle,0.15500000000000003
G_rectus,S_front_middle,0.0955
G_subcallosal,S_front_middle,0.0
S_orbital_lateral,S_front_middle,0.2375
S_orbital_med-olfact,S_front_middle,0.15000000000000002
S_orbital-H_Shaped,S_front_middle,0.2445
S_suborbital,S_front_middle,0.11499999999999999
S_circular_insula_sup,S_front_middle,0.1735
S_circular_insula_ant,S_front_middle,0.3005
S_circular_insula_inf,S_front_middle,0.0245
G_insular_short,S_front_middle,0.1315
G_Ins_lg_and_S_cent_ins,S_front_middle,0.0345
S_precentral-sup-part,S_front_middle,0.07250000000000001
S_precentral-inf-part,S_front_middle,0.177
S_postcentral,S_front_middle,0.07400000000000001
G_and_S_subcentral,S_front_middle,0.031
S_central,S_front_middle,0.047
G_postcentral,S_front_middle,0.018000000000000002
G_and_S_paracentral,S_front_middle,0.0305
G_precentral,S_front_middle,0.0275
G_oc-temp_med-Lingual,S_front_middle,0.0
S_oc-temp_med_and_Lingual,S_front_middle,0.045
S_oc-temp_lat,S_front_middle,0.0095
G_oc-temp_lat-fusifor,S_front_middle,0.0
S_collat_transv_post,S_front_middle,
S_collat_transv_ant,S_front_middle,0.016
Pole_temporal,S_front_middle,0.0265
G_oc-temp_med-Parahip,S_front_middle,0.024
PosteroHippocampus,S_front_middle,0.027999999999999997
Hippocampus,S_front_middle,0.0
AnteroHippocampus,S_front_middle,0.024999999999999998
Amygdala,S_front_middle,0.038000000000000006
S_temporal_transverse,S_front_middle,0.035500000000000004
S_temporal_inf,S_front_middle,0.0065
G_temporal_middle,S_front_middle,0.0185
G_temporal_inf,S_front_middle,0.019
G_temp_sup-Plan_tempo,S_front_middle,0.018000000000000002
G_temp_sup-Plan_polar,S_front_middle,0.04
G_temp_sup-Lateral,S_front_middle,0.0195
G_temp_sup-G_T_transv,S_front_middle,0.0275
S_temporal_sup,S_front_middle,0.0225
G_and_S_cingul-Ant,S_front_middle,0.28600000000000003
G_and_S_cingul-Mid-Ant,S_front_middle,0.221
G_and_S_cingul-Mid-Post,S_front_middle,0.0625
S_cingul-Marginalis,S_front_middle,0.0965
G_cingul-Post-ventral,S_front_middle,
S_pericallosal,S_front_middle,0.1225
G_cingul-Post-dorsal,S_front_middle,0.0975
S_parieto_occipital,S_front_middle,0.095
S_subparietal,S_front_middle,0.057999999999999996
S_intrapariet_and_P_trans,S_front_middle,0.028999999999999998
G_pariet_inf-Angular,S_front_middle,0.018
G_parietal_sup,S_front_middle,0.03
G_pariet_inf-Supramar,S_front_middle,0.057999999999999996
S_interm_prim-Jensen,S_front_middle,0.017
G_and_S_occipital_inf,S_front_middle,
G_occipital_middle,S_front_middle,0.0
G_occipital_sup,S_front_middle,
Pole_occipital,S_front_middle,
S_calcarine,S_front_middle,0.0
S_oc_middle_and_Lunatus,S_front_middle,
S_oc_sup_and_transversal,S_front_middle,0.0
S_occipital_ant,S_front_middle,0.0
G_front_inf-Triangul,S_front_sup,0.088
G_front_middle,S_front_sup,0.2615
G_front_sup,S_front_sup,0.262
Lat_Fis-ant-Horizont,S_front_sup,0.1195
Lat_Fis-ant-Vertical,S_front_sup,0.14650000000000002
Lat_Fis-post,S_front_sup,0.1285
S_front_inf,S_front_sup,0.177
S_front_middle,S_front_sup,0.251
S_front_sup,S_front_sup,0.46399999999999997
G_front_inf-Orbital,S_front_sup,0.063
G_front_inf-Opercular,S_front_sup,0.0865
G_and_S_frontomargin,S_front_sup,0.12
G_orbital,S_front_sup,0.045
G_rectus,S_front_sup,0.0335
G_subcallosal,S_front_sup,
S_orbital_lateral,S_front_sup,0.077
S_orbital_med-olfact,S_front_sup,0.059500000000000004
S_orbital-H_Shaped,S_front_sup,0.0485
S_suborbital,S_front_sup,0.05
S_circular_insula_sup,S_front_sup,0.103
S_circular_insula_ant,S_front_sup,0.0965
S_circular_insula_inf,S_front_sup,0.0345
G_insular_short,S_front_sup,0.0735
G_Ins_lg_and_S_cent_ins,S_front_sup,0.0165
S_precentral-sup-part,S_front_sup,0.255
S_precentral-inf-part,S_front_sup,0.2265
S_postcentral,S_front_sup,0.081
G_and_S_subcentral,S_front_sup,0.036000000000000004
S_central,S_front_sup,0.1
G_postcentral,S_front_sup,0.0455
G_and_S_paracentral,S_front_sup,0.057499999999999996
G_precentral,S_front_sup,0.0915
G_oc-temp_med-Lingual,S_front_sup,0.0
S_oc-temp_med_and_Lingual,S_front_sup,0.054000000000000006
S_oc-temp_lat,S_front_sup,0.024
G_oc-temp_lat-fusifor,S_front_sup,0.0
S_collat_transv_post,S_front_sup,
S_collat_transv_ant,S_front_sup,0.0145
Pole_temporal,S_front_sup,0.0185
G_oc-temp_med-Parahip,S_front_sup,0.028
PosteroHippocampus,S_front_sup,0.048499999999999995
Hippocampus,S_front_sup,0.0
AnteroHippocampus,S_front_sup,0.0335
Amygdala,S_front_sup,0.016
S_temporal_transverse,S_front_sup,0.033
S_temporal_inf,S_front_sup,0.0155
G_temporal_middle,S_front_sup,0.018
G_temporal_inf,S_front_sup,0.025500000000000002
G_temp_sup-Plan_tempo,S_front_sup,0.0475
G_temp_sup-Plan_polar,S_front_sup,0.022
G_temp_sup-Lateral,S_front_sup,0.0245
G_temp_sup-G_T_transv,S_front_sup,0.008
S_temporal_sup,S_front_sup,0.04
G_and_S_cingul-Ant,S_front_sup,0.15100000000000002
G_and_S_cingul-Mid-Ant,S_front_sup,0.3165
G_and_S_cingul-Mid-Post,S_front_sup,0.27649999999999997
S_cingul-Marginalis,S_front_sup,0.163
G_cingul-Post-ventral,S_front_sup,0.0
S_pericallosal,S_front_sup,0.1645
G_cingul-Post-dorsal,S_front_sup,0.0845
S_parieto_occipital,S_front_sup,0.1215
S_subparietal,S_front_sup,0.101
S_intrapariet_and_P_trans,S_front_sup,0.109
G_pariet_inf-Angular,S_front_sup,0.064
G_parietal_sup,S_front_sup,0.0685
G_pariet_inf-Supramar,S_front_sup,0.0305
S_interm_prim-Jensen,S_front_sup,0.035
G_and_S_occipital_inf,S_front_sup,
G_occipital_middle,S_front_sup,0.056999999999999995
G_occipital_sup,S_front_sup,0.111
Pole_occipital,S_front_sup,
S_calcarine,S_front_sup,0.0
S_oc_middle_and_Lunatus,S_front_sup,0.0
S_oc_sup_and_transversal,S_front_sup,0.043
S_occipital_ant,S_front_sup,0.0
G_front_inf-Triangul,G_front_inf-Orbital,0.4635
G_front_middle,G_front_inf-Orbital,0.1915
G_front_sup,G_front_inf-Orbital,0.0555
Lat_Fis-ant-Horizont,G_front_inf-Orbital,0.617
Lat_Fis-ant-Vertical,G_front_inf-Orbital,0.602
Lat_Fis-post,G_front_inf-Orbital,0.15
S_front_inf,G_front_inf-Orbital,0.27999999999999997
S_front_middle,G_front_inf-Orbital,0.20450000000000002
S_front_sup,G_front_inf-Orbital,0.0565
G_front_inf-Orbital,G_front_inf-Orbital,0.7929999999999999
G_front_inf-Opercular,G_front_inf-Orbital,0.2525
G_and_S_frontomargin,G_front_inf-Orbital,0.23299999999999998
G_orbital,G_front_inf-Orbital,0.452
G_rectus,G_front_inf-Orbital,0.0725
G_subcallosal,G_front_inf-Orbital,
S_orbital_lateral,G_front_inf-Orbital,0.536
S_orbital_med-olfact,G_front_inf-Orbital,0.20850000000000002
S_orbital-H_Shaped,G_front_inf-Orbital,0.40349999999999997
S_suborbital,G_front_inf-Orbital,0.17450000000000002
S_circular_insula_sup,G_front_inf-Orbital,0.23600000000000002
S_circular_insula_ant,G_front_inf-Orbital,0.6054999999999999
S_circular_insula_inf,G_front_inf-Orbital,0.0605
G_insular_short,G_front_inf-Orbital,0.2885
G_Ins_lg_and_S_cent_ins,G_front_inf-Orbital,0.0495
S_precentral-sup-part,G_front_inf-Orbital,0.1165
S_precentral-inf-part,G_front_inf-Orbital,0.057
S_postcentral,G_front_inf-Orbital,0.005
G_and_S_subcentral,G_front_inf-Orbital,0.0355
S_central,G_front_inf-Orbital,0.027
G_postcentral,G_front_inf-Orbital,0.0
G_and_S_paracentral,G_front_inf-Orbital,0.079
G_precentral,G_front_inf-Orbital,0.0215
G_oc-temp_med-Lingual,G_front_inf-Orbital,0.0
S_oc-temp_med_and_Lingual,G_front_inf-Orbital,0.0
S_oc-temp_lat,G_front_inf-Orbital,0.0335
G_oc-temp_lat-fusifor,G_front_inf-Orbital,0.1035
S_collat_transv_post,G_front_inf-Orbital,
S_collat_transv_ant,G_front_inf-Orbital,0.0995
Pole_temporal,G_front_inf-Orbital,0.0625
G_oc-temp_med-Parahip,G_front_inf-Orbital,0.0565
PosteroHippocampus,G_front_inf-Orbital,0.043
Hippocampus,G_front_inf-Orbital,0.0
AnteroHippocampus,G_front_inf-Orbital,0.0415
Amygdala,G_front_inf-Orbital,0.11649999999999999
S_temporal_transverse,G_front_inf-Orbital,0.0915
S_temporal_inf,G_front_inf-Orbital,0.03
G_temporal_middle,G_front_inf-Orbital,0.1005
G_temporal_inf,G_front_inf-Orbital,0.136
G_temp_sup-Plan_tempo,G_front_inf-Orbital,0.1095
G_temp_sup-Plan_polar,G_front_inf-Orbital,0.0925
G_temp_sup-Lateral,G_front_inf-Orbital,0.08600000000000001
G_temp_sup-G_T_transv,G_front_inf-Orbital,0.07450000000000001
S_temporal_sup,G_front_inf-Orbital,0.07450000000000001
G_and_S_cingul-Ant,G_front_inf-Orbital,0.14200000000000002
G_and_S_cingul-Mid-Ant,G_front_inf-Orbital,0.021
G_and_S_cingul-Mid-Post,G_front_inf-Orbital,0.0075
S_cingul-Marginalis,G_front_inf-Orbital,0.0385
G_cingul-Post-ventral,G_front_inf-Orbital,0.0
S_pericallosal,G_front_inf-Orbital,0.055
G_cingul-Post-dorsal,G_front_inf-Orbital,0.0
S_parieto_occipital,G_front_inf-Orbital,0.031
S_subparietal,G_front_inf-Orbital,0.0
S_intrapariet_and_P_trans,G_front_inf-Orbital,0.013
G_pariet_inf-Angular,G_front_inf-Orbital,0.0
G_parietal_sup,G_front_inf-Orbital,0.0
G_pariet_inf-Supramar,G_front_inf-Orbital,0.01
S_interm_prim-Jensen,G_front_inf-Orbital,
G_and_S_occipital_inf,G_front_inf-Orbital,
G_occipital_middle,G_front_inf-Orbital,
G_occipital_sup,G_front_inf-Orbital,
Pole_occipital,G_front_inf-Orbital,
S_calcarine,G_front_inf-Orbital,0.029
S_oc_middle_and_Lunatus,G_front_inf-Orbital,
S_oc_sup_and_transversal,G_front_inf-Orbital,
S_occipital_ant,G_front_inf-Orbital,0.045
G_front_inf-Triangul,G_front_inf-Opercular,0.45399999999999996
G_front_middle,G_front_inf-Opercular,0.11950000000000001
G_front_sup,G_front_inf-Opercular,0.0885
Lat_Fis-ant-Horizont,G_front_inf-Opercular,0.5105
Lat_Fis-ant-Vertical,G_front_inf-Opercular,0.81
Lat_Fis-post,G_front_inf-Opercular,0.345
S_front_inf,G_front_inf-Opercular,0.3275
S_front_middle,G_front_inf-Opercular,0.1255
S_front_sup,G_front_inf-Opercular,0.09
G_front_inf-Orbital,G_front_inf-Opercular,0.267
G_front_inf-Opercular,G_front_inf-Opercular,0.732
G_and_S_frontomargin,G_front_inf-Opercular,0.041
G_orbital,G_front_inf-Opercular,0.137
G_rectus,G_front_inf-Opercular,0.015
G_subcallosal,G_front_inf-Opercular,0.0
S_orbital_lateral,G_front_inf-Opercular,0.2495
S_orbital_med-olfact,G_front_inf-Opercular,0.0125
S_orbital-H_Shaped,G_front_inf-Opercular,0.0925
S_suborbital,G_front_inf-Opercular,0.012
S_circular_insula_sup,G_front_inf-Opercular,0.5954999999999999
S_circular_insula_ant,G_front_inf-Opercular,0.46199999999999997
S_circular_insula_inf,G_front_inf-Opercular,0.194
G_insular_short,G_front_inf-Opercular,0.47750000000000004
G_Ins_lg_and_S_cent_ins,G_front_inf-Opercular,0.2175
S_precentral-sup-part,G_front_inf-Opercular,0.1385
S_precentral-inf-part,G_front_inf-Opercular,0.438
S_postcentral,G_front_inf-Opercular,0.104
G_and_S_subcentral,G_front_inf-Opercular,0.45799999999999996
S_central,G_front_inf-Opercular,0.119
G_postcentral,G_front_inf-Opercular,0.0635
G_and_S_paracentral,G_front_inf-Opercular,0.066
G_precentral,G_front_inf-Opercular,0.17099999999999999
G_oc-temp_med-Lingual,G_front_inf-Opercular,0.007
S_oc-temp_med_and_Lingual,G_front_inf-Opercular,0.043000000000000003
S_oc-temp_lat,G_front_inf-Opercular,0.0635
G_oc-temp_lat-fusifor,G_front_inf-Opercular,0.0205
S_collat_transv_post,G_front_inf-Opercular,0.0
S_collat_transv_ant,G_front_inf-Opercular,0.0655
Pole_temporal,G_front_inf-Opercular,0.039
G_oc-temp_med-Parahip,G_front_inf-Opercular,0.035500000000000004
PosteroHippocampus,G_front_inf-Opercular,0.041
Hippocampus,G_front_inf-Opercular,
AnteroHippocampus,G_front_inf-Opercular,0.030000000000000002
Amygdala,G_front_inf-Opercular,0.0445
S_temporal_transverse,G_front_inf-Opercular,0.219
S_temporal_inf,G_front_inf-Opercular,0.0305
G_temporal_middle,G_front_inf-Opercular,0.054
G_temporal_inf,G_front_inf-Opercular,0.033
G_temp_sup-Plan_tempo,G_front_inf-Opercular,0.294
G_temp_sup-Plan_polar,G_front_inf-Opercular,0.154
G_temp_sup-Lateral,G_front_inf-Opercular,0.1735
G_temp_sup-G_T_transv,G_front_inf-Opercular,0.166
S_temporal_sup,G_front_inf-Opercular,0.093
G_and_S_cingul-Ant,G_front_inf-Opercular,0.0605
G_and_S_cingul-Mid-Ant,G_front_inf-Opercular,0.1765
G_and_S_cingul-Mid-Post,G_front_inf-Opercular,0.07050000000000001
S_cingul-Marginalis,G_front_inf-Opercular,0.042
G_cingul-Post-ventral,G_front_inf-Opercular,0.017
S_pericallosal,G_front_inf-Opercular,0.09949999999999999
G_cingul-Post-dorsal,G_front_inf-Opercular,0.009000000000000001
S_parieto_occipital,G_front_inf-Opercular,0.009
S_subparietal,G_front_inf-Opercular,0.013
S_intrapariet_and_P_trans,G_front_inf-Opercular,0.06949999999999999
G_pariet_inf-Angular,G_front_inf-Opercular,0.039
G_parietal_sup,G_front_inf-Opercular,0.0145
G_pariet_inf-Supramar,G_front_inf-Opercular,0.255
S_interm_prim-Jensen,G_front_inf-Opercular,0.4315
G_and_S_occipital_inf,G_front_inf-Opercular,0.0
G_occipital_middle,G_front_inf-Opercular,0.0145
G_occipital_sup,G_front_inf-Opercular,
Pole_occipital,G_front_inf-Opercular,
S_calcarine,G_front_inf-Opercular,0.012
S_oc_middle_and_Lunatus,G_front_inf-Opercular,0.0
S_oc_sup_and_transversal,G_front_inf-Opercular,0.025
S_occipital_ant,G_front_inf-Opercular,0.0455
G_front_inf-Triangul,G_and_S_frontomargin,0.16499999999999998
G_front_middle,G_and_S_frontomargin,0.182
G_front_sup,G_and_S_frontomargin,0.081
Lat_Fis-ant-Horizont,G_and_S_frontomargin,0.1945
Lat_Fis-ant-Vertical,G_and_S_frontomargin,0.1665
Lat_Fis-post,G_and_S_frontomargin,0.0
S_front_inf,G_and_S_frontomargin,0.2475
S_front_middle,G_and_S_frontomargin,0.255
S_front_sup,G_and_S_frontomargin,0.078
G_front_inf-Orbital,G_and_S_frontomargin,0.255
G_front_inf-Opercular,G_and_S_frontomargin,0.10600000000000001
G_and_S_frontomargin,G_and_S_frontomargin,0.7875000000000001
G_orbital,G_and_S_frontomargin,0.35550000000000004
G_rectus,G_and_S_frontomargin,0.26649999999999996
G_subcallosal,G_and_S_frontomargin,
S_orbital_lateral,G_and_S_frontomargin,0.2845
S_orbital_med-olfact,G_and_S_frontomargin,0.21550000000000002
S_orbital-H_Shaped,G_and_S_frontomargin,0.3285
S_suborbital,G_and_S_frontomargin,0.351
S_circular_insula_sup,G_and_S_frontomargin,0.036000000000000004
S_circular_insula_ant,G_and_S_frontomargin,0.1115
S_circular_insula_inf,G_and_S_frontomargin,0.0185
G_insular_short,G_and_S_frontomargin,0.091
G_Ins_lg_and_S_cent_ins,G_and_S_frontomargin,0.0
S_precentral-sup-part,G_and_S_frontomargin,0.0
S_precentral-inf-part,G_and_S_frontomargin,0.028
S_postcentral,G_and_S_frontomargin,0.0
G_and_S_subcentral,G_and_S_frontomargin,0.0165
S_central,G_and_S_frontomargin,0.011
G_postcentral,G_and_S_frontomargin,0.0
G_and_S_paracentral,G_and_S_frontomargin,0.0
G_precentral,G_and_S_frontomargin,0.0
G_oc-temp_med-Lingual,G_and_S_frontomargin,
S_oc-temp_med_and_Lingual,G_and_S_frontomargin,0.036
S_oc-temp_lat,G_and_S_frontomargin,0.0
G_oc-temp_lat-fusifor,G_and_S_frontomargin,
S_collat_transv_post,G_and_S_frontomargin,
S_collat_transv_ant,G_and_S_frontomargin,0.0075
Pole_temporal,G_and_S_frontomargin,0.044
G_oc-temp_med-Parahip,G_and_S_frontomargin,0.0545
PosteroHippocampus,G_and_S_frontomargin,0.026000000000000002
Hippocampus,G_and_S_frontomargin,
AnteroHippocampus,G_and_S_frontomargin,0.016
Amygdala,G_and_S_frontomargin,0.0785
S_temporal_transverse,G_and_S_frontomargin,0.0
S_temporal_inf,G_and_S_frontomargin,0.0505
G_temporal_middle,G_and_S_frontomargin,0.024999999999999998
G_temporal_inf,G_and_S_frontomargin,0.04
G_temp_sup-Plan_tempo,G_and_S_frontomargin,
G_temp_sup-Plan_polar,G_and_S_frontomargin,0.113
G_temp_sup-Lateral,G_and_S_frontomargin,0.0025
G_temp_sup-G_T_transv,G_and_S_frontomargin,0.0
S_temporal_sup,G_and_S_frontomargin,0.028000000000000004
G_and_S_cingul-Ant,G_and_S_frontomargin,0.186
G_and_S_cingul-Mid-Ant,G_and_S_frontomargin,0.0645
G_and_S_cingul-Mid-Post,G_and_S_frontomargin,0.17149999999999999
S_cingul-Marginalis,G_and_S_frontomargin,
G_cingul-Post-ventral,G_and_S_frontomargin,
S_pericallosal,G_and_S_frontomargin,0.368
G_cingul-Post-dorsal,G_and_S_frontomargin,
S_parieto_occipital,G_and_S_frontomargin,
S_subparietal,G_and_S_frontomargin,0.182
S_intrapariet_and_P_trans,G_and_S_frontomargin,
G_pariet_inf-Angular,G_and_S_frontomargin,
G_parietal_sup,G_and_S_frontomargin,
G_pariet_inf-Supramar,G_and_S_frontomargin,0.0
S_interm_prim-Jensen,G_and_S_frontomargin,
G_and_S_occipital_inf,G_and_S_frontomargin,
G_occipital_middle,G_and_S_frontomargin,
G_occipital_sup,G_and_S_frontomargin,
Pole_occipital,G_and_S_frontomargin,
S_calcarine,G_and_S_frontomargin,
S_oc_middle_and_Lunatus,G_and_S_frontomargin,
S_oc_sup_and_transversal,G_and_S_frontomargin,
S_occipital_ant,G_and_S_frontomargin,
G_front_inf-Triangul,G_orbital,0.327
G_front_middle,G_orbital,0.1095
G_front_sup,G_orbital,0.061
Lat_Fis-ant-Horizont,G_orbital,0.483
Lat_Fis-ant-Vertical,G_orbital,0.2925
Lat_Fis-post,G_orbital,0.08499999999999999
S_front_inf,G_orbital,0.2185
S_front_middle,G_orbital,0.1475
S_front_sup,G_orbital,0.053000000000000005
G_front_inf-Orbital,G_orbital,0.47150000000000003
G_front_inf-Opercular,G_orbital,0.17049999999999998
G_and_S_frontomargin,G_orbital,0.429
G_orbital,G_orbital,0.511
G_rectus,G_orbital,0.27149999999999996
G_subcallosal,G_orbital,0.545
S_orbital_lateral,G_orbital,0.44
S_orbital_med-olfact,G_orbital,0.347
S_orbital-H_Shaped,G_orbital,0.55
S_suborbital,G_orbital,0.28300000000000003
S_circular_insula_sup,G_orbital,0.173
S_circular_insula_ant,G_orbital,0.5885
S_circular_insula_inf,G_orbital,0.053
G_insular_short,G_orbital,0.187
G_Ins_lg_and_S_cent_ins,G_orbital,0.0485
S_precentral-sup-part,G_orbital,0.035
S_precentral-inf-part,G_orbital,0.066
S_postcentral,G_orbital,0.054
G_and_S_subcentral,G_orbital,0.0455
S_central,G_orbital,0.0405
G_postcentral,G_orbital,0.0315
G_and_S_paracentral,G_orbital,0.020999999999999998
G_precentral,G_orbital,0.0315
G_oc-temp_med-Lingual,G_orbital,0.0
S_oc-temp_med_and_Lingual,G_orbital,0.048
S_oc-temp_lat,G_orbital,0.0565
G_oc-temp_lat-fusifor,G_orbital,0.026999999999999996
S_collat_transv_post,G_orbital,
S_collat_transv_ant,G_orbital,0.0625
Pole_temporal,G_orbital,0.064
G_oc-temp_med-Parahip,G_orbital,0.036000000000000004
PosteroHippocampus,G_orbital,0.034
Hippocampus,G_orbital,0.0535
AnteroHippocampus,G_orbital,0.0435
Amygdala,G_orbital,0.129
S_temporal_transverse,G_orbital,0.018
S_temporal_inf,G_orbital,0.068
G_temporal_middle,G_orbital,0.0535
G_temporal_inf,G_orbital,0.03
G_temp_sup-Plan_tempo,G_orbital,0.0205
G_temp_sup-Plan_polar,G_orbital,0.0955
G_temp_sup-Lateral,G_orbital,0.063
G_temp_sup-G_T_transv,G_orbital,0.0305
S_temporal_sup,G_orbital,0.061
G_and_S_cingul-Ant,G_orbital,0.14850000000000002
G_and_S_cingul-Mid-Ant,G_orbital,0.04
G_and_S_cingul-Mid-Post,G_orbital,0.028499999999999998
S_cingul-Marginalis,G_orbital,0.0
G_cingul-Post-ventral,G_orbital,0.0
S_pericallosal,G_orbital,0.1465
G_cingul-Post-dorsal,G_orbital,0.0745
S_parieto_occipital,G_orbital,0.0
S_subparietal,G_orbital,0.042
S_intrapariet_and_P_trans,G_orbital,0.0
G_pariet_inf-Angular,G_orbital,0.074
G_parietal_sup,G_orbital,0.0
G_pariet_inf-Supramar,G_orbital,0.018500000000000003
S_interm_prim-Jensen,G_orbital,0.23399999999999999
G_and_S_occipital_inf,G_orbital,0.0
G_occipital_middle,G_orbital,0.04
G_occipital_sup,G_orbital,
Pole_occipital,G_orbital,
S_calcarine,G_orbital,0.0
S_oc_middle_and_Lunatus,G_orbital,
S_oc_sup_and_transversal,G_orbital,0.0
S_occipital_ant,G_orbital,0.0
G_front_inf-Triangul,G_rectus,0.054
G_front_middle,G_rectus,0.0305
G_front_sup,G_rectus,0.07050000000000001
Lat_Fis-ant-Horizont,G_rectus,0.051000000000000004
Lat_Fis-ant-Vertical,G_rectus,0.034
Lat_Fis-post,G_rectus,0.011
S_front_inf,G_rectus,0.0365
S_front_middle,G_rectus,0.07250000000000001
S_front_sup,G_rectus,0.019999999999999997
G_front_inf-Orbital,G_rectus,0.0965
G_front_inf-Opercular,G_rectus,0.014499999999999999
G_and_S_frontomargin,G_rectus,0.3875
G_orbital,G_rectus,0.28
G_rectus,G_rectus,0.6705
G_subcallosal,G_rectus,
S_orbital_lateral,G_rectus,0.1325
S_orbital_med-olfact,G_rectus,0.6245
S_orbital-H_Shaped,G_rectus,0.38749999999999996
S_suborbital,G_rectus,0.548
S_circular_insula_sup,G_rectus,0.019
S_circular_insula_ant,G_rectus,0.241
S_circular_insula_inf,G_rectus,0.0195
G_insular_short,G_rectus,0.065
G_Ins_lg_and_S_cent_ins,G_rectus,0.005
S_precentral-sup-part,G_rectus,0.017
S_precentral-inf-part,G_rectus,0.005
S_postcentral,G_rectus,0.0
G_and_S_subcentral,G_rectus,0.003
S_central,G_rectus,0.004
G_postcentral,G_rectus,0.0115
G_and_S_paracentral,G_rectus,0.012
G_precentral,G_rectus,0.0
G_oc-temp_med-Lingual,G_rectus,
S_oc-temp_med_and_Lingual,G_rectus,0.01
S_oc-temp_lat,G_rectus,0.0
G_oc-temp_lat-fusifor,G_rectus,0.0
S_collat_transv_post,G_rectus,
S_collat_transv_ant,G_rectus,0.0545
Pole_temporal,G_rectus,0.025500000000000002
G_oc-temp_med-Parahip,G_rectus,0.041999999999999996
PosteroHippocampus,G_rectus,0.0035
Hippocampus,G_rectus,
AnteroHippocampus,G_rectus,0.0055
Amygdala,G_rectus,0.035500000000000004
S_temporal_transverse,G_rectus,0.0
S_temporal_inf,G_rectus,0.0145
G_temporal_middle,G_rectus,0.0375
G_temporal_inf,G_rectus,0.0105
G_temp_sup-Plan_tempo,G_rectus,0.0
G_temp_sup-Plan_polar,G_rectus,0.0155
G_temp_sup-Lateral,G_rectus,0.005
G_temp_sup-G_T_transv,G_rectus,0.0
S_temporal_sup,G_rectus,0.033
G_and_S_cingul-Ant,G_rectus,0.2605
G_and_S_cingul-Mid-Ant,G_rectus,0.1325
G_and_S_cingul-Mid-Post,G_rectus,0.133
S_cingul-Marginalis,G_rectus,0.057499999999999996
G_cingul-Post-ventral,G_rectus,
S_pericallosal,G_rectus,0.404
